group	x	y
not provided	0	0.3416
not provided	0	0.3438
not provided	0	0.3473
not provided	0	0.34740000000000004
not provided	0	0.3481
not provided	0	0.3502
not provided	0	0.3503
not provided	0	0.3511
not provided	0	0.3544
not provided	0	0.3551
not provided	0	0.3552
not provided	0	0.3593
not provided	0	0.36010000000000003
not provided	0	0.36060000000000003
not provided	0	0.3607
not provided	0	0.3608
not provided	0	0.36210000000000003
not provided	0	0.36460000000000004
not provided	0	0.36660000000000004
not provided	0	0.37420000000000003
not provided	0	0.3745
not provided	0	0.37460000000000004
not provided	0	0.38
not provided	0	0.3801
not provided	0	0.38020000000000004
not provided	0	0.38120000000000004
not provided	0	0.38180000000000003
not provided	0	0.3819
not provided	0	0.3841
not provided	0	0.38430000000000003
not provided	0	0.3844
not provided	0	0.3851
not provided	0	0.38730000000000003
not provided	0	0.3896
not provided	0	0.3951
not provided	0	0.3952
not provided	0	0.39790000000000003
not provided	0	0.4012
not provided	0	0.40290000000000004
not provided	0	0.4043
not provided	0	0.4062
not provided	0	0.4083
not provided	0	0.40840000000000004
not provided	0	0.4088
not provided	0	0.40890000000000004
not provided	0	0.40900000000000003
not provided	0	0.4092
not provided	0	0.40950000000000003
not provided	0	0.4096
not provided	0	0.41050000000000003
not provided	0	0.4108
not provided	0	0.4117
not provided	0	0.41190000000000004
not provided	0	0.41400000000000003
not provided	0	0.4163
not provided	0	0.4174
not provided	0	0.41750000000000004
not provided	0	0.41800000000000004
not provided	0	0.4181
not provided	0	0.41900000000000004
not provided	0	0.4244
not provided	0	0.42460000000000003
not provided	0	0.4247
not provided	0	0.4363
not provided	0	0.4364
not provided	0	0.4374
not provided	0	0.4375
not provided	0	0.43820000000000003
not provided	0	0.43960000000000005
not provided	0	0.4418
not provided	0	0.44220000000000004
not provided	0	0.44620000000000004
not provided	0	0.4475
not provided	0	0.4504
not provided	0	0.4505
not provided	0	0.4506
not provided	0	0.4526
not provided	0	0.4536
not provided	0	0.4576
not provided	0	0.4577
not provided	0	0.4596
not provided	0	0.463
not provided	0	0.4631
not provided	0	0.4632
not provided	0	0.46330000000000005
not provided	0	0.46340000000000003
not provided	0	0.4635
not provided	0	0.4636
not provided	0	0.4637
not provided	0	0.46380000000000005
not provided	0	0.46390000000000003
not provided	0	0.464
not provided	0	0.4641
not provided	0	0.46880000000000005
not provided	0	0.4701
not provided	0	0.4702
not provided	0	0.4722
not provided	0	0.47340000000000004
not provided	0	0.47350000000000003
not provided	0	0.4738
not provided	0	0.47390000000000004
not provided	0	0.47400000000000003
not provided	0	0.4741
not provided	0	0.4742
not provided	0	0.4743
not provided	0	0.47550000000000003
not provided	0	0.4757
not provided	0	0.47990000000000005
not provided	0	0.4806
not provided	0	0.48140000000000005
not provided	0	0.48200000000000004
not provided	0	0.48250000000000004
not provided	0	0.48510000000000003
not provided	0	0.48550000000000004
not provided	0	0.48560000000000003
not provided	0	0.49050000000000005
not provided	0	0.49060000000000004
not provided	0	0.4907
not provided	0	0.49410000000000004
not provided	0	0.49610000000000004
not provided	0	0.49620000000000003
not provided	0	0.5007
not provided	0	0.5014000000000001
not provided	0	0.5017
not provided	0	0.5023
not provided	0	0.5056
not provided	0	0.5063
not provided	0	0.5064000000000001
not provided	0	0.5072
not provided	0	0.5076
not provided	0	0.5077
not provided	0	0.5079
not provided	0	0.508
not provided	0	0.5124000000000001
not provided	0	0.5144000000000001
not provided	0	0.5145000000000001
not provided	0	0.5147
not provided	0	0.5174
not provided	0	0.5178
not provided	0	0.5179
not provided	0	0.5182
not provided	0	0.5214
not provided	0	0.5216000000000001
not provided	0	0.5217
not provided	0	0.5221
not provided	0	0.5225000000000001
not provided	0	0.5226000000000001
not provided	0	0.5227
not provided	0	0.5235000000000001
not provided	0	0.5236000000000001
not provided	0	0.5242
not provided	0	0.5243
not provided	0	0.5261
not provided	0	0.5265000000000001
not provided	0	0.5287000000000001
not provided	0	0.5288
not provided	0	0.5301
not provided	0	0.5304
not provided	0	0.5305
not provided	0	0.534
not provided	0	0.5342
not provided	0	0.5362
not provided	0	0.5363
not provided	0	0.5371
not provided	0	0.5372
not provided	0	0.5396000000000001
not provided	0	0.5431
not provided	0	0.5443
not provided	0	0.5467000000000001
not provided	0	0.5475
not provided	0	0.5487000000000001
not provided	0	0.549
not provided	0	0.5491
not provided	0	0.5496
not provided	0	0.5497000000000001
not provided	0	0.551
not provided	0	0.5512
not provided	0	0.555
not provided	0	0.5569000000000001
not provided	0	0.5575
not provided	0	0.558
not provided	0	0.5581
not provided	0	0.5615
not provided	0	0.5638000000000001
not provided	0	0.5648000000000001
not provided	0	0.5649000000000001
not provided	0	0.5673
not provided	0	0.5706
not provided	0	0.5723
not provided	0	0.5724
not provided	0	0.5731
not provided	0	0.5734
not provided	0	0.5735
not provided	0	0.5803
not provided	0	0.5804
not provided	0	0.5805
not provided	0	0.5893
not provided	0	0.5928
not provided	0	0.599
not provided	0	0.6003000000000001
not provided	0	0.6004
not provided	0	0.6012000000000001
not provided	0	0.6035
not provided	0	0.6039
not provided	0	0.604
not provided	0	0.6057
not provided	0	0.6067
not provided	0	0.6083000000000001
not provided	0	0.6084
not provided	0	0.6098
not provided	0	0.6099
not provided	0	0.61
not provided	0	0.6101
not provided	0	0.6164000000000001
not provided	0	0.6169
not provided	0	0.6257
not provided	0	0.6258
not provided	0	0.6267
not provided	0	0.628
not provided	0	0.6292
not provided	0	0.6293000000000001
not provided	0	0.6301
not provided	0	0.6313000000000001
not provided	0	0.6355000000000001
not provided	0	0.6356
not provided	0	0.6359
not provided	0	0.6386000000000001
not provided	0	0.6387
not provided	0	0.6388
not provided	0	0.6413
not provided	0	0.6414000000000001
not provided	0	0.6416000000000001
not provided	0	0.642
not provided	0	0.6424000000000001
not provided	0	0.6444000000000001
not provided	0	0.6464000000000001
not provided	0	0.6465000000000001
not provided	0	0.6471
not provided	0	0.6472
not provided	0	0.6477
not provided	0	0.6478
not provided	0	0.6482
not provided	0	0.6483
not provided	0	0.6485000000000001
not provided	0	0.649
not provided	0	0.6503
not provided	0	0.6516000000000001
not provided	0	0.6517000000000001
not provided	0	0.6532
not provided	0	0.6538
not provided	0	0.6556000000000001
not provided	0	0.6564
not provided	0	0.6565000000000001
not provided	0	0.6567000000000001
not provided	0	0.6579
not provided	0	0.6589
not provided	0	0.659
not provided	0	0.6627000000000001
not provided	0	0.6628000000000001
not provided	0	0.6644
not provided	0	0.6645
not provided	0	0.6687000000000001
not provided	0	0.6694
not provided	0	0.6695
not provided	0	0.6711
not provided	0	0.6714
not provided	0	0.6736000000000001
not provided	0	0.6739
not provided	0	0.6782
not provided	0	0.6837000000000001
not provided	0	0.6848000000000001
not provided	0	0.6880000000000001
not provided	0	0.6881
not provided	0	0.6898000000000001
not provided	0	0.6906
not provided	0	0.6907
not provided	0	0.6920000000000001
not provided	0	0.6932
not provided	0	0.6951
not provided	0	0.6952
not provided	0	0.6956
not provided	0	0.6963
not provided	0	0.7018
not provided	0	0.7035
not provided	0	0.7081000000000001
not provided	0	0.7093
not provided	0	0.7094
not provided	0	0.7108
not provided	0	0.7114
not provided	0	0.7115
not provided	0	0.7118
not provided	0	0.7119000000000001
not provided	0	0.7120000000000001
not provided	0	0.7121000000000001
not provided	0	0.7123
not provided	0	0.7124
not provided	0	0.7199
not provided	0	0.7203
not provided	0	0.7204
not provided	0	0.7225
not provided	0	0.7229
not provided	0	0.7232000000000001
not provided	0	0.7268
not provided	0	0.7322000000000001
not provided	0	0.7337
not provided	0	0.734
not provided	0	0.7341000000000001
not provided	0	0.7345
not provided	0	0.7347
not provided	0	0.7348
not provided	0	0.7373000000000001
not provided	0	0.7414000000000001
not provided	0	0.7448
not provided	0	0.7476
not provided	0	0.7477
not provided	0	0.7478
not provided	0	0.7534000000000001
not provided	0	0.7605000000000001
not provided	0	0.7606
not provided	0	0.7618
not provided	0	0.7619
not provided	0	0.762
not provided	0	0.7621
not provided	0	0.7645000000000001
not provided	0	0.7661
not provided	0	0.7662
not provided	0	0.7676000000000001
not provided	0	0.7701
not provided	0	0.7702
not provided	0	0.7787000000000001
not provided	0	0.7788
not provided	0	0.7794000000000001
not provided	0	0.7795000000000001
not provided	0	0.7823
not provided	0	0.7833
not provided	0	0.7869
not provided	0	0.7911
not provided	0	0.7915000000000001
not provided	0	0.795
not provided	0	0.7951
not provided	0	0.7952
not provided	0	0.7987000000000001
not provided	0	0.7988000000000001
not provided	0	0.8023
not provided	0	0.8058000000000001
not provided	0	0.8065
not provided	0	0.8102
not provided	0	0.8103
not provided	0	0.8183
not provided	0	0.8198000000000001
not provided	0	0.8199000000000001
not provided	0	0.8260000000000001
not provided	0	0.8300000000000001
not provided	0	0.8308000000000001
not provided	0	0.8309000000000001
not provided	0	0.8310000000000001
not provided	0	0.8311000000000001
not provided	0	0.8312
not provided	0	0.8313
not provided	0	0.8314
not provided	0	0.8334
not provided	0	0.8347
not provided	0	0.8396
not provided	0	0.8404
not provided	0	0.8443
not provided	0	0.8510000000000001
not provided	0	0.8527
not provided	0	0.8529
not provided	0	0.8535
not provided	0	0.8536
not provided	0	0.8541000000000001
not provided	0	0.8546
not provided	0	0.8547
not provided	0	0.8554
not provided	0	0.8557
not provided	0	0.8591000000000001
not provided	0	0.8593000000000001
not provided	0	0.8618
not provided	0	0.8624
not provided	0	0.8625
not provided	0	0.863
not provided	0	0.8659
not provided	0	0.8662000000000001
not provided	0	0.8666
not provided	0	0.8739
not provided	0	0.874
not provided	0	0.8752000000000001
not provided	0	0.8753000000000001
not provided	0	0.8756
not provided	0	0.8777
not provided	0	0.8778
not provided	0	0.8797
not provided	0	0.8798
not provided	0	0.8879
not provided	0	0.8895000000000001
not provided	0	0.8897
not provided	0	0.8911
not provided	0	0.893
not provided	0	0.8931
not provided	0	0.8932
not provided	0	0.8933000000000001
not provided	0	0.8936000000000001
not provided	0	0.8939
not provided	0	0.8996000000000001
not provided	0	0.8997
not provided	0	0.9086000000000001
not provided	0	0.9087000000000001
not provided	0	0.9102
not provided	0	0.9114000000000001
not provided	0	0.9115000000000001
not provided	0	0.9116000000000001
not provided	0	0.9117000000000001
not provided	0	0.9123
not provided	0	0.9193
not provided	0	0.922
not provided	0	0.924
not provided	0	0.9269000000000001
not provided	0	0.9277000000000001
not provided	0	0.9286000000000001
not provided	0	0.9287000000000001
not provided	0	0.9289000000000001
not provided	0	0.9331
not provided	0	0.9337000000000001
not provided	0	0.9353
not provided	0	0.9354
not provided	0	0.9364
not provided	0	0.9392
not provided	0	0.9393
not provided	0	0.9406
not provided	0	0.9409000000000001
not provided	0	0.9424
not provided	0	0.9438000000000001
not provided	0	0.9439000000000001
not provided	0	0.9440000000000001
not provided	0	0.9452
not provided	0	0.9453
not provided	0	0.9469000000000001
not provided	0	0.9472
not provided	0	0.9475
not provided	0	0.9483
not provided	0	0.9508000000000001
not provided	0	0.9510000000000001
not provided	0	0.9534
not provided	0	0.9616
not provided	0	0.9617
not provided	0	0.9622
not provided	0	0.9660000000000001
not provided	0	0.9661000000000001
not provided	0	0.9673
not provided	0	0.9683
not provided	0	0.9686
not provided	0	0.9750000000000001
not provided	0	0.9751000000000001
not provided	0	0.9803000000000001
not provided	0	0.9814
not provided	0	0.9841000000000001
not provided	0	0.9842000000000001
not provided	0	0.9854
not provided	0	0.9855
not provided	0	0.9878
not provided	0	0.9912000000000001
not provided	0	0.9913000000000001
not provided	0	0.9939
not provided	0	0.9947
not provided	0	0.9948
not provided	0	0.9964000000000001
not provided	0	0.9999
not provided	1	0.005200000000000001
not provided	1	0.0054
not provided	1	0.0055000000000000005
not provided	1	0.0056
not provided	1	0.008700000000000001
not provided	1	0.0088
not provided	1	0.009600000000000001
not provided	1	0.0097
not provided	1	0.0103
not provided	1	0.011600000000000001
not provided	1	0.0117
not provided	1	0.014400000000000001
not provided	1	0.0145
not provided	1	0.016300000000000002
not provided	1	0.0164
not provided	1	0.021
not provided	1	0.0211
not provided	1	0.022500000000000003
not provided	1	0.022600000000000002
not provided	1	0.027100000000000003
not provided	1	0.0275
not provided	1	0.028300000000000002
not provided	1	0.0302
not provided	1	0.0303
not provided	1	0.0304
not provided	1	0.032
not provided	1	0.032100000000000004
not provided	1	0.0322
not provided	1	0.0323
not provided	1	0.0392
not provided	1	0.0393
not provided	1	0.0414
not provided	1	0.049
not provided	1	0.051500000000000004
not provided	1	0.051800000000000006
not provided	1	0.055200000000000006
not provided	1	0.0555
not provided	1	0.055600000000000004
not provided	1	0.0627
not provided	1	0.06570000000000001
not provided	1	0.0658
not provided	1	0.0665
not provided	1	0.06810000000000001
not provided	1	0.0682
not provided	1	0.0736
not provided	1	0.0737
not provided	1	0.07400000000000001
not provided	1	0.0741
not provided	1	0.07490000000000001
not provided	1	0.0786
not provided	1	0.0787
not provided	1	0.092
not provided	1	0.0921
not provided	1	0.0937
not provided	1	0.09380000000000001
not provided	1	0.09680000000000001
not provided	1	0.1023
not provided	1	0.1034
not provided	1	0.10350000000000001
not provided	1	0.11220000000000001
not provided	1	0.11230000000000001
not provided	1	0.11570000000000001
not provided	1	0.1158
not provided	1	0.1159
not provided	1	0.1227
not provided	1	0.1236
not provided	1	0.1246
not provided	1	0.1325
not provided	1	0.13490000000000002
not provided	1	0.135
not provided	1	0.13720000000000002
not provided	1	0.138
not provided	1	0.1381
not provided	1	0.1383
not provided	1	0.1384
not provided	1	0.1385
not provided	1	0.1386
not provided	1	0.1389
not provided	1	0.139
not provided	1	0.1395
not provided	1	0.1396
not provided	1	0.14
not provided	1	0.1409
not provided	1	0.14100000000000001
not provided	1	0.1418
not provided	1	0.1479
not provided	1	0.14800000000000002
not provided	1	0.15080000000000002
not provided	1	0.1509
not provided	1	0.15330000000000002
not provided	1	0.1534
not provided	1	0.1558
not provided	1	0.1572
not provided	1	0.1574
not provided	1	0.1583
not provided	1	0.16040000000000001
not provided	1	0.1605
not provided	1	0.16090000000000002
not provided	1	0.1625
not provided	1	0.1626
not provided	1	0.1635
not provided	1	0.1651
not provided	1	0.1652
not provided	1	0.1757
not provided	1	0.1758
not provided	1	0.1778
not provided	1	0.1779
not provided	1	0.1797
not provided	1	0.17980000000000002
not provided	1	0.183
not provided	1	0.1831
not provided	1	0.185
not provided	1	0.18860000000000002
not provided	1	0.1889
not provided	1	0.189
not provided	1	0.1898
not provided	1	0.1899
not provided	1	0.1938
not provided	1	0.19390000000000002
not provided	1	0.1951
not provided	1	0.1952
not provided	1	0.1955
not provided	1	0.1956
not provided	1	0.1988
not provided	1	0.19920000000000002
not provided	1	0.1998
not provided	1	0.19990000000000002
not provided	1	0.2034
not provided	1	0.2046
not provided	1	0.20470000000000002
not provided	1	0.20600000000000002
not provided	1	0.2061
not provided	1	0.2074
not provided	1	0.20750000000000002
not provided	1	0.2099
not provided	1	0.2117
not provided	1	0.2127
not provided	1	0.22030000000000002
not provided	1	0.2204
not provided	1	0.22080000000000002
not provided	1	0.223
not provided	1	0.22310000000000002
not provided	1	0.2232
not provided	1	0.2233
not provided	1	0.2237
not provided	1	0.2238
not provided	1	0.22390000000000002
not provided	1	0.224
not provided	1	0.234
not provided	1	0.2354
not provided	1	0.2361
not provided	1	0.23620000000000002
not provided	1	0.2396
not provided	1	0.23970000000000002
not provided	1	0.24300000000000002
not provided	1	0.2439
not provided	1	0.2449
not provided	1	0.2462
not provided	1	0.24630000000000002
not provided	1	0.2467
not provided	1	0.24680000000000002
not provided	1	0.25
not provided	1	0.2513
not provided	1	0.2514
not provided	1	0.25320000000000004
not provided	1	0.2533
not provided	1	0.2534
not provided	1	0.25720000000000004
not provided	1	0.25880000000000003
not provided	1	0.2589
not provided	1	0.26280000000000003
not provided	1	0.2651
not provided	1	0.2652
not provided	1	0.26780000000000004
not provided	1	0.2715
not provided	1	0.2728
not provided	1	0.27290000000000003
not provided	1	0.2801
not provided	1	0.2803
not provided	1	0.2811
not provided	1	0.2812
not provided	1	0.2831
not provided	1	0.28500000000000003
not provided	1	0.2858
not provided	1	0.2859
not provided	1	0.2922
not provided	1	0.2923
not provided	1	0.2924
not provided	1	0.29250000000000004
not provided	1	0.2952
not provided	1	0.2953
not provided	1	0.2997
not provided	1	0.2998
not provided	1	0.3014
not provided	1	0.3015
not provided	1	0.30210000000000004
not provided	1	0.30260000000000004
not provided	1	0.3027
not provided	1	0.30310000000000004
not provided	1	0.304
not provided	1	0.3116
not provided	1	0.3141
not provided	1	0.3179
not provided	1	0.3215
not provided	1	0.3216
not provided	1	0.3236
not provided	1	0.3244
not provided	1	0.3245
not provided	1	0.326
not provided	1	0.3312
not provided	1	0.33130000000000004
not provided	1	0.3346
not provided	1	0.3347
not provided	1	0.336
not provided	1	0.33630000000000004
not provided	1	0.3366
not provided	1	0.3367
not provided	1	0.3402
not provided	1	0.3438
not provided	1	0.3482
not provided	1	0.34840000000000004
not provided	1	0.3503
not provided	1	0.3504
not provided	1	0.3517
not provided	1	0.3518
not provided	1	0.35350000000000004
not provided	1	0.3536
not provided	1	0.35600000000000004
not provided	1	0.3561
not provided	1	0.3562
not provided	1	0.3569
not provided	1	0.35800000000000004
not provided	1	0.35810000000000003
not provided	1	0.36310000000000003
not provided	1	0.3634
not provided	1	0.3653
not provided	1	0.3672
not provided	1	0.3725
not provided	1	0.37260000000000004
not provided	1	0.3728
not provided	1	0.3729
not provided	1	0.3785
not provided	1	0.3799
not provided	1	0.3814
not provided	1	0.3815
not provided	1	0.388
not provided	1	0.3937
not provided	1	0.3945
not provided	1	0.3946
not provided	1	0.39490000000000003
not provided	1	0.395
not provided	1	0.3951
not provided	1	0.40080000000000005
not provided	1	0.40090000000000003
not provided	1	0.4026
not provided	1	0.4027
not provided	1	0.4033
not provided	1	0.40340000000000004
not provided	1	0.40390000000000004
not provided	1	0.40440000000000004
not provided	1	0.4072
not provided	1	0.4073
not provided	1	0.40740000000000004
not provided	1	0.41000000000000003
not provided	1	0.4101
not provided	1	0.4108
not provided	1	0.41090000000000004
not provided	1	0.41100000000000003
not provided	1	0.4161
not provided	1	0.4162
not provided	1	0.4189
not provided	1	0.4194
not provided	1	0.42060000000000003
not provided	1	0.4207
not provided	1	0.42410000000000003
not provided	1	0.4242
not provided	1	0.42450000000000004
not provided	1	0.42510000000000003
not provided	1	0.4252
not provided	1	0.432
not provided	1	0.43210000000000004
not provided	1	0.43470000000000003
not provided	1	0.4354
not provided	1	0.4355
not provided	1	0.44
not provided	1	0.44010000000000005
not provided	1	0.4405
not provided	1	0.4409
not provided	1	0.441
not provided	1	0.4435
not provided	1	0.4572
not provided	1	0.45880000000000004
not provided	1	0.45890000000000003
not provided	1	0.46
not provided	1	0.4601
not provided	1	0.46030000000000004
not provided	1	0.46040000000000003
not provided	1	0.4606
not provided	1	0.4607
not provided	1	0.461
not provided	1	0.4611
not provided	1	0.4617
not provided	1	0.46330000000000005
not provided	1	0.46340000000000003
not provided	1	0.4637
not provided	1	0.46380000000000005
not provided	1	0.46390000000000003
not provided	1	0.464
not provided	1	0.4641
not provided	1	0.4646
not provided	1	0.4647
not provided	1	0.4687
not provided	1	0.46880000000000005
not provided	1	0.4702
not provided	1	0.4703
not provided	1	0.47050000000000003
not provided	1	0.4706
not provided	1	0.4708
not provided	1	0.4732
not provided	1	0.4782
not provided	1	0.4783
not provided	1	0.4843
not provided	1	0.4844
not provided	1	0.4903
not provided	1	0.4904
not provided	1	0.4953
not provided	1	0.49610000000000004
not provided	1	0.49620000000000003
not provided	1	0.497
not provided	1	0.504
not provided	1	0.5047
not provided	1	0.5048
not provided	1	0.5056
not provided	1	0.5057
not provided	1	0.5096
not provided	1	0.5097
not provided	1	0.511
not provided	1	0.5118
not provided	1	0.5119
not provided	1	0.5126000000000001
not provided	1	0.5129
not provided	1	0.5135000000000001
not provided	1	0.5146000000000001
not provided	1	0.5147
not provided	1	0.5181
not provided	1	0.5182
not provided	1	0.5183
not provided	1	0.5184
not provided	1	0.5196000000000001
not provided	1	0.5201
not provided	1	0.5202
not provided	1	0.5211
not provided	1	0.5212
not provided	1	0.5218
not provided	1	0.5225000000000001
not provided	1	0.5226000000000001
not provided	1	0.5229
not provided	1	0.5262
not provided	1	0.5263
not provided	1	0.5271
not provided	1	0.5303
not provided	1	0.5304
not provided	1	0.5307000000000001
not provided	1	0.5308
not provided	1	0.5343
not provided	1	0.5344
not provided	1	0.535
not provided	1	0.5351
not provided	1	0.5359
not provided	1	0.536
not provided	1	0.537
not provided	1	0.5371
not provided	1	0.5374
not provided	1	0.5444
not provided	1	0.5445
not provided	1	0.5515
not provided	1	0.5522
not provided	1	0.5523
not provided	1	0.5579000000000001
not provided	1	0.558
not provided	1	0.5596
not provided	1	0.5597
not provided	1	0.5637
not provided	1	0.5704
not provided	1	0.5705
not provided	1	0.5713
not provided	1	0.5714
not provided	1	0.5721
not provided	1	0.5730000000000001
not provided	1	0.5737
not provided	1	0.5740000000000001
not provided	1	0.5741
not provided	1	0.5746
not provided	1	0.5747
not provided	1	0.5760000000000001
not provided	1	0.5796
not provided	1	0.5797
not provided	1	0.5801000000000001
not provided	1	0.5812
not provided	1	0.5813
not provided	1	0.5844
not provided	1	0.5845
not provided	1	0.5851000000000001
not provided	1	0.5852
not provided	1	0.5884
not provided	1	0.5913
not provided	1	0.5914
not provided	1	0.5942000000000001
not provided	1	0.5957
not provided	1	0.5958
not provided	1	0.5965
not provided	1	0.5966
not provided	1	0.6011000000000001
not provided	1	0.6012000000000001
not provided	1	0.6024
not provided	1	0.6101
not provided	1	0.6102000000000001
not provided	1	0.6122000000000001
not provided	1	0.6144000000000001
not provided	1	0.6149
not provided	1	0.615
not provided	1	0.6153000000000001
not provided	1	0.617
not provided	1	0.6171
not provided	1	0.6186
not provided	1	0.6187
not provided	1	0.6191
not provided	1	0.6235
not provided	1	0.6265000000000001
not provided	1	0.6266
not provided	1	0.6277
not provided	1	0.6295000000000001
not provided	1	0.6296
not provided	1	0.6302
not provided	1	0.6333000000000001
